SID;Sent;WID;Token;Type;GS/Head;SA/Head;SA/New Head;SA/Check;SA/Gramm;Lemma;New Gram;СемСин/Head;Этап-3/Head;СемСин/Mark;Этап-3/Mark
16161;"С отрубленной кистью левой руки , культяпку которой он тщательно прятал в глубине пустого рукава , с перебитым во время гражданской войны коленным суставом , что делало его походку странно качающейся , судорожной , несколько заикающийся от контузии , высокий , казавшийся костлявым , с наголо обритой головой хунхуза , в громадной лохматой папахе , похожей на чёрную хризантему , чем - то напоминающий не то смертельно раненного гладиатора , не то падшего ангела с прекрасным демоническим лицом , он появлялся в машинном бюро Одукросты , вселяя любовный ужас в молоденьких машинисток ; при внезапном появлении колченогого они густо краснели , опуская глаза на клавиатуры своих допотопных "" ундервудов "" с непомерно широкими каретками .";67;смертельно;circ;68;68;;0;adv;смертельно;;66;68;1;0
16161;"С отрубленной кистью левой руки , культяпку которой он тщательно прятал в глубине пустого рукава , с перебитым во время гражданской войны коленным суставом , что делало его походку странно качающейся , судорожной , несколько заикающийся от контузии , высокий , казавшийся костлявым , с наголо обритой головой хунхуза , в громадной лохматой папахе , похожей на чёрную хризантему , чем - то напоминающий не то смертельно раненного гладиатора , не то падшего ангела с прекрасным демоническим лицом , он появлялся в машинном бюро Одукросты , вселяя любовный ужас в молоденьких машинисток ; при внезапном появлении колченогого они густо краснели , опуская глаза на клавиатуры своих допотопных "" ундервудов "" с непомерно широкими каретками .";68;раненного;phdep;69;69;;0;ptp,sg,msc,anm,acc,trd,psv;ранить;;;3;n;1
16161;"С отрубленной кистью левой руки , культяпку которой он тщательно прятал в глубине пустого рукава , с перебитым во время гражданской войны коленным суставом , что делало его походку странно качающейся , судорожной , несколько заикающийся от контузии , высокий , казавшийся костлявым , с наголо обритой головой хунхуза , в громадной лохматой папахе , похожей на чёрную хризантему , чем - то напоминающий не то смертельно раненного гладиатора , не то падшего ангела с прекрасным демоническим лицом , он появлялся в машинном бюро Одукросты , вселяя любовный ужас в молоденьких машинисток ; при внезапном появлении колченогого они густо краснели , опуская глаза на клавиатуры своих допотопных "" ундервудов "" с непомерно широкими каретками .";69;гладиатора;obj;64;51;;;nn,sg,msc,anm,acc,trd;гладиатор;;70;;3;n
16161;"С отрубленной кистью левой руки , культяпку которой он тщательно прятал в глубине пустого рукава , с перебитым во время гражданской войны коленным суставом , что делало его походку странно качающейся , судорожной , несколько заикающийся от контузии , высокий , казавшийся костлявым , с наголо обритой головой хунхуза , в громадной лохматой папахе , похожей на чёрную хризантему , чем - то напоминающий не то смертельно раненного гладиатора , не то падшего ангела с прекрасным демоническим лицом , он появлялся в машинном бюро Одукросты , вселяя любовный ужас в молоденьких машинисток ; при внезапном появлении колченогого они густо краснели , опуская глаза на клавиатуры своих допотопных "" ундервудов "" с непомерно широкими каретками .";70;0;;-10;;;;pnt;0;;;71;6;3
16161;"С отрубленной кистью левой руки , культяпку которой он тщательно прятал в глубине пустого рукава , с перебитым во время гражданской войны коленным суставом , что делало его походку странно качающейся , судорожной , несколько заикающийся от контузии , высокий , казавшийся костлявым , с наголо обритой головой хунхуза , в громадной лохматой папахе , похожей на чёрную хризантему , чем - то напоминающий не то смертельно раненного гладиатора , не то падшего ангела с прекрасным демоническим лицом , он появлялся в машинном бюро Одукросты , вселяя любовный ужас в молоденьких машинисток ; при внезапном появлении колченогого они густо краснели , опуская глаза на клавиатуры своих допотопных "" ундервудов "" с непомерно широкими каретками .";71;не;cj;74;72;;;pt;не;;72;68;0;1
16161;"С отрубленной кистью левой руки , культяпку которой он тщательно прятал в глубине пустого рукава , с перебитым во время гражданской войны коленным суставом , что делало его походку странно качающейся , судорожной , несколько заикающийся от контузии , высокий , казавшийся костлявым , с наголо обритой головой хунхуза , в громадной лохматой папахе , похожей на чёрную хризантему , чем - то напоминающий не то смертельно раненного гладиатора , не то падшего ангела с прекрасным демоническим лицом , он появлялся в машинном бюро Одукросты , вселяя любовный ужас в молоденьких машинисток ; при внезапном появлении колченогого они густо краснели , опуская глаза на клавиатуры своих допотопных "" ундервудов "" с непомерно широкими каретками .";72;то;lexmod;71;;;;prn,sg,neu,acc,trd;тот;;59;73;1;0
16161;"С отрубленной кистью левой руки , культяпку которой он тщательно прятал в глубине пустого рукава , с перебитым во время гражданской войны коленным суставом , что делало его походку странно качающейся , судорожной , несколько заикающийся от контузии , высокий , казавшийся костлявым , с наголо обритой головой хунхуза , в громадной лохматой папахе , похожей на чёрную хризантему , чем - то напоминающий не то смертельно раненного гладиатора , не то падшего ангела с прекрасным демоническим лицом , он появлялся в машинном бюро Одукросты , вселяя любовный ужас в молоденьких машинисток ; при внезапном появлении колченогого они густо краснели , опуская глаза на клавиатуры своих допотопных "" ундервудов "" с непомерно широкими каретками .";73;падшего;amod;74;74;;0;adj,sg,msc,anm,acc,trd;падший;;78;71;1;1
16161;"С отрубленной кистью левой руки , культяпку которой он тщательно прятал в глубине пустого рукава , с перебитым во время гражданской войны коленным суставом , что делало его походку странно качающейся , судорожной , несколько заикающийся от контузии , высокий , казавшийся костлявым , с наголо обритой головой хунхуза , в громадной лохматой папахе , похожей на чёрную хризантему , чем - то напоминающий не то смертельно раненного гладиатора , не то падшего ангела с прекрасным демоническим лицом , он появлялся в машинном бюро Одукросты , вселяя любовный ужас в молоденьких машинисток ; при внезапном появлении колченогого они густо краснели , опуская глаза на клавиатуры своих допотопных "" ундервудов "" с непомерно широкими каретками .";74;ангела;coord;69;;;;nn,sg,msc,anm,acc,trd;ангел;;79;73;1;0
16161;"С отрубленной кистью левой руки , культяпку которой он тщательно прятал в глубине пустого рукава , с перебитым во время гражданской войны коленным суставом , что делало его походку странно качающейся , судорожной , несколько заикающийся от контузии , высокий , казавшийся костлявым , с наголо обритой головой хунхуза , в громадной лохматой папахе , похожей на чёрную хризантему , чем - то напоминающий не то смертельно раненного гладиатора , не то падшего ангела с прекрасным демоническим лицом , он появлялся в машинном бюро Одукросты , вселяя любовный ужас в молоденьких машинисток ; при внезапном появлении колченогого они густо краснели , опуская глаза на клавиатуры своих допотопных "" ундервудов "" с непомерно широкими каретками .";75;с;mod;74;74;;0;prp,ins;с;;76;77;0;0
16161;"С отрубленной кистью левой руки , культяпку которой он тщательно прятал в глубине пустого рукава , с перебитым во время гражданской войны коленным суставом , что делало его походку странно качающейся , судорожной , несколько заикающийся от контузии , высокий , казавшийся костлявым , с наголо обритой головой хунхуза , в громадной лохматой папахе , похожей на чёрную хризантему , чем - то напоминающий не то смертельно раненного гладиатора , не то падшего ангела с прекрасным демоническим лицом , он появлялся в машинном бюро Одукросты , вселяя любовный ужас в молоденьких машинисток ; при внезапном появлении колченогого они густо краснели , опуская глаза на клавиатуры своих допотопных "" ундервудов "" с непомерно широкими каретками .";76;прекрасным;amod;78;78;;0;adj,sg,neu,ins,trd;прекрасный;;73;77;0;0
16161;"С отрубленной кистью левой руки , культяпку которой он тщательно прятал в глубине пустого рукава , с перебитым во время гражданской войны коленным суставом , что делало его походку странно качающейся , судорожной , несколько заикающийся от контузии , высокий , казавшийся костлявым , с наголо обритой головой хунхуза , в громадной лохматой папахе , похожей на чёрную хризантему , чем - то напоминающий не то смертельно раненного гладиатора , не то падшего ангела с прекрасным демоническим лицом , он появлялся в машинном бюро Одукросты , вселяя любовный ужас в молоденьких машинисток ; при внезапном появлении колченогого они густо краснели , опуская глаза на клавиатуры своих допотопных "" ундервудов "" с непомерно широкими каретками .";77;демоническим;amod;78;78;;0;adj,sg,neu,ins,trd;демонический;;;74;n;0
16161;"С отрубленной кистью левой руки , культяпку которой он тщательно прятал в глубине пустого рукава , с перебитым во время гражданской войны коленным суставом , что делало его походку странно качающейся , судорожной , несколько заикающийся от контузии , высокий , казавшийся костлявым , с наголо обритой головой хунхуза , в громадной лохматой папахе , похожей на чёрную хризантему , чем - то напоминающий не то смертельно раненного гладиатора , не то падшего ангела с прекрасным демоническим лицом , он появлялся в машинном бюро Одукросты , вселяя любовный ужас в молоденьких машинисток ; при внезапном появлении колченогого они густо краснели , опуская глаза на клавиатуры своих допотопных "" ундервудов "" с непомерно широкими каретками .";78;лицом;pcomp;75;75;;0;nn,sg,neu,anm,ins,trd;лицо;;79;;0;n
16161;"С отрубленной кистью левой руки , культяпку которой он тщательно прятал в глубине пустого рукава , с перебитым во время гражданской войны коленным суставом , что делало его походку странно качающейся , судорожной , несколько заикающийся от контузии , высокий , казавшийся костлявым , с наголо обритой головой хунхуза , в громадной лохматой папахе , похожей на чёрную хризантему , чем - то напоминающий не то смертельно раненного гладиатора , не то падшего ангела с прекрасным демоническим лицом , он появлялся в машинном бюро Одукросты , вселяя любовный ужас в молоденьких машинисток ; при внезапном появлении колченогого они густо краснели , опуская глаза на клавиатуры своих допотопных "" ундервудов "" с непомерно широкими каретками .";79;0;;-10;;;;pnt;0;;;80;;0
16161;"С отрубленной кистью левой руки , культяпку которой он тщательно прятал в глубине пустого рукава , с перебитым во время гражданской войны коленным суставом , что делало его походку странно качающейся , судорожной , несколько заикающийся от контузии , высокий , казавшийся костлявым , с наголо обритой головой хунхуза , в громадной лохматой папахе , похожей на чёрную хризантему , чем - то напоминающий не то смертельно раненного гладиатора , не то падшего ангела с прекрасным демоническим лицом , он появлялся в машинном бюро Одукросты , вселяя любовный ужас в молоденьких машинисток ; при внезапном появлении колченогого они густо краснели , опуская глаза на клавиатуры своих допотопных "" ундервудов "" с непомерно широкими каретками .";80;он;subj;81;81;;0;prn,sg,msc,nom,trd;он;;79;68;0;1
16161;"С отрубленной кистью левой руки , культяпку которой он тщательно прятал в глубине пустого рукава , с перебитым во время гражданской войны коленным суставом , что делало его походку странно качающейся , судорожной , несколько заикающийся от контузии , высокий , казавшийся костлявым , с наголо обритой головой хунхуза , в громадной лохматой папахе , похожей на чёрную хризантему , чем - то напоминающий не то смертельно раненного гладиатора , не то падшего ангела с прекрасным демоническим лицом , он появлялся в машинном бюро Одукросты , вселяя любовный ужас в молоденьких машинисток ; при внезапном появлении колченогого они густо краснели , опуская глаза на клавиатуры своих допотопных "" ундервудов "" с непомерно широкими каретками .";81;появлялся;pred;0;;;h;vrb,sg,msc,fin,trd,pst,ind,act;появляться;;82;80;0;0
16161;"С отрубленной кистью левой руки , культяпку которой он тщательно прятал в глубине пустого рукава , с перебитым во время гражданской войны коленным суставом , что делало его походку странно качающейся , судорожной , несколько заикающийся от контузии , высокий , казавшийся костлявым , с наголо обритой головой хунхуза , в громадной лохматой папахе , похожей на чёрную хризантему , чем - то напоминающий не то смертельно раненного гладиатора , не то падшего ангела с прекрасным демоническим лицом , он появлялся в машинном бюро Одукросты , вселяя любовный ужас в молоденьких машинисток ; при внезапном появлении колченогого они густо краснели , опуская глаза на клавиатуры своих допотопных "" ундервудов "" с непомерно широкими каретками .";82;в;circ;81;81;;0;prp,loc;в;;80;83;0;0
16161;"С отрубленной кистью левой руки , культяпку которой он тщательно прятал в глубине пустого рукава , с перебитым во время гражданской войны коленным суставом , что делало его походку странно качающейся , судорожной , несколько заикающийся от контузии , высокий , казавшийся костлявым , с наголо обритой головой хунхуза , в громадной лохматой папахе , похожей на чёрную хризантему , чем - то напоминающий не то смертельно раненного гладиатора , не то падшего ангела с прекрасным демоническим лицом , он появлялся в машинном бюро Одукросты , вселяя любовный ужас в молоденьких машинисток ; при внезапном появлении колченогого они густо краснели , опуская глаза на клавиатуры своих допотопных "" ундервудов "" с непомерно широкими каретками .";83;машинном;amod;84;84;;0;adj,sg,neu,loc,trd;машинный;;;81;n;0
16161;"С отрубленной кистью левой руки , культяпку которой он тщательно прятал в глубине пустого рукава , с перебитым во время гражданской войны коленным суставом , что делало его походку странно качающейся , судорожной , несколько заикающийся от контузии , высокий , казавшийся костлявым , с наголо обритой головой хунхуза , в громадной лохматой папахе , похожей на чёрную хризантему , чем - то напоминающий не то смертельно раненного гладиатора , не то падшего ангела с прекрасным демоническим лицом , он появлялся в машинном бюро Одукросты , вселяя любовный ужас в молоденьких машинисток ; при внезапном появлении колченогого они густо краснели , опуская глаза на клавиатуры своих допотопных "" ундервудов "" с непомерно широкими каретками .";84;бюро;pcomp;82;82;;0;nn,sg,neu,loc,trd;бюро;;;83;n;0
16161;"С отрубленной кистью левой руки , культяпку которой он тщательно прятал в глубине пустого рукава , с перебитым во время гражданской войны коленным суставом , что делало его походку странно качающейся , судорожной , несколько заикающийся от контузии , высокий , казавшийся костлявым , с наголо обритой головой хунхуза , в громадной лохматой папахе , похожей на чёрную хризантему , чем - то напоминающий не то смертельно раненного гладиатора , не то падшего ангела с прекрасным демоническим лицом , он появлялся в машинном бюро Одукросты , вселяя любовный ужас в молоденьких машинисток ; при внезапном появлении колченогого они густо краснели , опуская глаза на клавиатуры своих допотопных "" ундервудов "" с непомерно широкими каретками .";85;Одукросты;mod;84;84;;0;nn,sg,fem,msc,anm,gen,trd,heu;одукросты;;79;;0;n
16161;"С отрубленной кистью левой руки , культяпку которой он тщательно прятал в глубине пустого рукава , с перебитым во время гражданской войны коленным суставом , что делало его походку странно качающейся , судорожной , несколько заикающийся от контузии , высокий , казавшийся костлявым , с наголо обритой головой хунхуза , в громадной лохматой папахе , похожей на чёрную хризантему , чем - то напоминающий не то смертельно раненного гладиатора , не то падшего ангела с прекрасным демоническим лицом , он появлялся в машинном бюро Одукросты , вселяя любовный ужас в молоденьких машинисток ; при внезапном появлении колченогого они густо краснели , опуская глаза на клавиатуры своих допотопных "" ундервудов "" с непомерно широкими каретками .";86;0;;-10;87;;;pnt;0;;87;80;0;0
16161;"С отрубленной кистью левой руки , культяпку которой он тщательно прятал в глубине пустого рукава , с перебитым во время гражданской войны коленным суставом , что делало его походку странно качающейся , судорожной , несколько заикающийся от контузии , высокий , казавшийся костлявым , с наголо обритой головой хунхуза , в громадной лохматой папахе , похожей на чёрную хризантему , чем - то напоминающий не то смертельно раненного гладиатора , не то падшего ангела с прекрасным демоническим лицом , он появлялся в машинном бюро Одукросты , вселяя любовный ужас в молоденьких машинисток ; при внезапном появлении колченогого они густо краснели , опуская глаза на клавиатуры своих допотопных "" ундервудов "" с непомерно широкими каретками .";87;вселяя;phdep;81;81;;0;dee,act;вселять;;85;88;0;0
16161;"С отрубленной кистью левой руки , культяпку которой он тщательно прятал в глубине пустого рукава , с перебитым во время гражданской войны коленным суставом , что делало его походку странно качающейся , судорожной , несколько заикающийся от контузии , высокий , казавшийся костлявым , с наголо обритой головой хунхуза , в громадной лохматой папахе , похожей на чёрную хризантему , чем - то напоминающий не то смертельно раненного гладиатора , не то падшего ангела с прекрасным демоническим лицом , он появлялся в машинном бюро Одукросты , вселяя любовный ужас в молоденьких машинисток ; при внезапном появлении колченогого они густо краснели , опуская глаза на клавиатуры своих допотопных "" ундервудов "" с непомерно широкими каретками .";88;любовный;amod;89;89;;0;adj,sg,msc,nom,trd;любовный;;85;86;0;0
16161;"С отрубленной кистью левой руки , культяпку которой он тщательно прятал в глубине пустого рукава , с перебитым во время гражданской войны коленным суставом , что делало его походку странно качающейся , судорожной , несколько заикающийся от контузии , высокий , казавшийся костлявым , с наголо обритой головой хунхуза , в громадной лохматой папахе , похожей на чёрную хризантему , чем - то напоминающий не то смертельно раненного гладиатора , не то падшего ангела с прекрасным демоническим лицом , он появлялся в машинном бюро Одукросты , вселяя любовный ужас в молоденьких машинисток ; при внезапном появлении колченогого они густо краснели , опуская глаза на клавиатуры своих допотопных "" ундервудов "" с непомерно широкими каретками .";89;ужас;obj;87;87;;0;nn,sg,msc,acc,trd;ужас;;90;86;0;0
16161;"С отрубленной кистью левой руки , культяпку которой он тщательно прятал в глубине пустого рукава , с перебитым во время гражданской войны коленным суставом , что делало его походку странно качающейся , судорожной , несколько заикающийся от контузии , высокий , казавшийся костлявым , с наголо обритой головой хунхуза , в громадной лохматой папахе , похожей на чёрную хризантему , чем - то напоминающий не то смертельно раненного гладиатора , не то падшего ангела с прекрасным демоническим лицом , он появлялся в машинном бюро Одукросты , вселяя любовный ужас в молоденьких машинисток ; при внезапном появлении колченогого они густо краснели , опуская глаза на клавиатуры своих допотопных "" ундервудов "" с непомерно широкими каретками .";90;в;circ;87;89;;;prp,acc;в;;88;91;0;0
16161;"С отрубленной кистью левой руки , культяпку которой он тщательно прятал в глубине пустого рукава , с перебитым во время гражданской войны коленным суставом , что делало его походку странно качающейся , судорожной , несколько заикающийся от контузии , высокий , казавшийся костлявым , с наголо обритой головой хунхуза , в громадной лохматой папахе , похожей на чёрную хризантему , чем - то напоминающий не то смертельно раненного гладиатора , не то падшего ангела с прекрасным демоническим лицом , он появлялся в машинном бюро Одукросты , вселяя любовный ужас в молоденьких машинисток ; при внезапном появлении колченогого они густо краснели , опуская глаза на клавиатуры своих допотопных "" ундервудов "" с непомерно широкими каретками .";91;молоденьких;amod;92;92;;0;adj,pl,fem,anm,acc,trd;молоденький;;;89;n;0
16161;"С отрубленной кистью левой руки , культяпку которой он тщательно прятал в глубине пустого рукава , с перебитым во время гражданской войны коленным суставом , что делало его походку странно качающейся , судорожной , несколько заикающийся от контузии , высокий , казавшийся костлявым , с наголо обритой головой хунхуза , в громадной лохматой папахе , похожей на чёрную хризантему , чем - то напоминающий не то смертельно раненного гладиатора , не то падшего ангела с прекрасным демоническим лицом , он появлялся в машинном бюро Одукросты , вселяя любовный ужас в молоденьких машинисток ; при внезапном появлении колченогого они густо краснели , опуская глаза на клавиатуры своих допотопных "" ундервудов "" с непомерно широкими каретками .";92;машинисток;pcomp;90;90;;0;nn,pl,fem,anm,acc,trd;машинистка;;98;;0;n
16161;"С отрубленной кистью левой руки , культяпку которой он тщательно прятал в глубине пустого рукава , с перебитым во время гражданской войны коленным суставом , что делало его походку странно качающейся , судорожной , несколько заикающийся от контузии , высокий , казавшийся костлявым , с наголо обритой головой хунхуза , в громадной лохматой папахе , похожей на чёрную хризантему , чем - то напоминающий не то смертельно раненного гладиатора , не то падшего ангела с прекрасным демоническим лицом , он появлялся в машинном бюро Одукросты , вселяя любовный ужас в молоденьких машинисток ; при внезапном появлении колченогого они густо краснели , опуская глаза на клавиатуры своих допотопных "" ундервудов "" с непомерно широкими каретками .";93;";";;-10;;;;pnt;";";;94;89;0;1
16161;"С отрубленной кистью левой руки , культяпку которой он тщательно прятал в глубине пустого рукава , с перебитым во время гражданской войны коленным суставом , что делало его походку странно качающейся , судорожной , несколько заикающийся от контузии , высокий , казавшийся костлявым , с наголо обритой головой хунхуза , в громадной лохматой папахе , похожей на чёрную хризантему , чем - то напоминающий не то смертельно раненного гладиатора , не то падшего ангела с прекрасным демоническим лицом , он появлялся в машинном бюро Одукросты , вселяя любовный ужас в молоденьких машинисток ; при внезапном появлении колченогого они густо краснели , опуская глаза на клавиатуры своих допотопных "" ундервудов "" с непомерно широкими каретками .";94;при;circ;100;100;;0;prp,loc;при;;92;95;0;0
16161;"С отрубленной кистью левой руки , культяпку которой он тщательно прятал в глубине пустого рукава , с перебитым во время гражданской войны коленным суставом , что делало его походку странно качающейся , судорожной , несколько заикающийся от контузии , высокий , казавшийся костлявым , с наголо обритой головой хунхуза , в громадной лохматой папахе , похожей на чёрную хризантему , чем - то напоминающий не то смертельно раненного гладиатора , не то падшего ангела с прекрасным демоническим лицом , он появлялся в машинном бюро Одукросты , вселяя любовный ужас в молоденьких машинисток ; при внезапном появлении колченогого они густо краснели , опуская глаза на клавиатуры своих допотопных "" ундервудов "" с непомерно широкими каретками .";95;внезапном;amod;96;96;;0;adj,sg,neu,loc,trd;внезапный;;94;93;0;0
16161;"С отрубленной кистью левой руки , культяпку которой он тщательно прятал в глубине пустого рукава , с перебитым во время гражданской войны коленным суставом , что делало его походку странно качающейся , судорожной , несколько заикающийся от контузии , высокий , казавшийся костлявым , с наголо обритой головой хунхуза , в громадной лохматой папахе , похожей на чёрную хризантему , чем - то напоминающий не то смертельно раненного гладиатора , не то падшего ангела с прекрасным демоническим лицом , он появлялся в машинном бюро Одукросты , вселяя любовный ужас в молоденьких машинисток ; при внезапном появлении колченогого они густо краснели , опуская глаза на клавиатуры своих допотопных "" ундервудов "" с непомерно широкими каретками .";96;появлении;pcomp;94;94;;0;nn,sg,neu,loc,trd;появление;;98;68;0;1
16161;"С отрубленной кистью левой руки , культяпку которой он тщательно прятал в глубине пустого рукава , с перебитым во время гражданской войны коленным суставом , что делало его походку странно качающейся , судорожной , несколько заикающийся от контузии , высокий , казавшийся костлявым , с наголо обритой головой хунхуза , в громадной лохматой папахе , похожей на чёрную хризантему , чем - то напоминающий не то смертельно раненного гладиатора , не то падшего ангела с прекрасным демоническим лицом , он появлялся в машинном бюро Одукросты , вселяя любовный ужас в молоденьких машинисток ; при внезапном появлении колченогого они густо краснели , опуская глаза на клавиатуры своих допотопных "" ундервудов "" с непомерно широкими каретками .";97;колченогого;mod;96;96;;0;adj,sg,msc,neu,gen,trd;колченогий;;98;99;0;0
16161;"С отрубленной кистью левой руки , культяпку которой он тщательно прятал в глубине пустого рукава , с перебитым во время гражданской войны коленным суставом , что делало его походку странно качающейся , судорожной , несколько заикающийся от контузии , высокий , казавшийся костлявым , с наголо обритой головой хунхуза , в громадной лохматой папахе , похожей на чёрную хризантему , чем - то напоминающий не то смертельно раненного гладиатора , не то падшего ангела с прекрасным демоническим лицом , он появлялся в машинном бюро Одукросты , вселяя любовный ужас в молоденьких машинисток ; при внезапном появлении колченогого они густо краснели , опуская глаза на клавиатуры своих допотопных "" ундервудов "" с непомерно широкими каретками .";98;они;subj;100;100;;0;prn,pl,fem,msc,neu,nom,trd;они;;79;99;0;0
